Project:,Great Smoky Mountains Postcards Supplement,Lead:,Anne Bridges,Metadata creator:,TBD,Date:,7/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scan_note,local_note,adminDB object identifer,adminDB file identifier (side 1),adminDB file identifier (side 2),identifier_local,title,abstract,abstract 2,date_text,collection,collection_identifier,shelf_locator,extent,form,language,name,name_role,name 2,name_role 2,name 3,name_role 3,publisher,place_of_origin,subject_geographic_lc,subject_geographic_lc 2,subject_geographic_lc 3,subject_geographic_lc 4,subject_geographic_dots,subject_geographic_dots 2,subject_geographic_dots 3,subject_geographic_dots 4,subject_geographic_dots 5,subject_name,subject_name 2,subject_topical_lc,subject_topical_lc 2,subject_topical_lc 3,subject_topical_lc 4,subject_topical_dots,subject_topical_dots 2,subject_topical_dots 3,subject_topical_dots 4,project_title,repository,rights,public_note
,,,0012_003786_001201_0001,0012_003786_001201_0002,,Heintooga Overlook - Great Smoky Mountains National Park,Unused postcard,Looking toward the main range of the Great Smoky Mountains,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Cherokee (N.C.),,,Cherokee (N.C.),,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001202_0001,0012_003786_001202_0002,,"Waterrock Knob Overlook as seen from the Top of Waterrock Knob, Western North Carolina (CM-64)",Unused postcard,This Overlook on the Blue Ridge Parkway affords the visitor sweeping views of the Great Smoky Mountains National Park and of the high Balsam Range of the Mountains adjoining the Great Smokies,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Cline Photo Inc.,Creator,Walter Cline,Photographer,,,Cline Photo Inc.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Cherokee (N.C.),,,Cherokee (N.C.),,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001203_0001,0012_003786_001203_0002,,View from Waterrock Knob showing the Blue Ridge Parkway - Western North Carolina (CM-86),Unused postcard,The views from Waterrock Knob Overlook are spectacular of the Great Smokies and the Balsams. The visitor looks down upon a veritable sea of mountains in every direction,1963,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Cherokee (N.C.),,,Cherokee (N.C.),Blue Ridge Parkway,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001204_0001,0012_003786_001204_0002,,Mile High Overlook - Great Smoky Mountains National Park (CM-8),Unused postcard,This overlook is a short distance from Soco Gap on the Heintooga Overlook Road. The range in the distance is the crest of the Great Smoky Mountains,1955,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Cherokee (N.C.),,,Cherokee (N.C.),,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001205_0001,0012_003786_001205_0002,,Mile High Overlook - Great Smoky Mountains National Park (CM-8),"Handwritten note sent to Miss Dorothy Warren in Leicester, Massachusetts on October 11, 1959 for a postage of 3 cents.",This overlook is a short distance from Soco Gap on the Heintooga Overlook Road. The range in the distance is the crest of the Great Smoky Mountains. ,1957,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Cherokee (N.C.),,,Cherokee (N.C.),,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001206_0001,0012_003786_001206_0002,,Panoramic View of the Great Smoky Mountains as seen from Barnetts Knob Fire Tower (GS-339),Unused postcard,,1964,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Cherokee (N.C.),,,Cherokee (N.C.),,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001207_0001,0012_003786_001207_0002,,Happy Valley as seen from Look Rock on the Foothills Parkway,Unused postcard,Adjacent to the Great Smoky Mountains National Park on its northern boundary this new parkway is opening up new vistas for visitors to the Park. A new picnic and campground area has been established in the vicinity of Look Rock along with an observation tower,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Cherokee (N.C.),,,Cherokee (N.C.),,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001208_0001,0012_003786_001208_0002,,A Mountain Miller Great Smoky Mts. (1-I-38),Unused postcard,,1931,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Cline Studios,Creator,,,,,Cline Studios,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),,,,,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001209_0001,0012_003786_001209_0002,,"Wiley Oakley, ""The Roaming Man of the Mountains"" Gatlinburg, Tenn. A Scene on the Appalachian Trail, in Great Smoky Mountains National Park (N-476)",Unused postcard,"For nearly 40 years Wiley Oakley has been guiding hunters and tourists through the Smokies - among these being such noted persons as Henry Ford, John D. Rockefeller, Jr., and Kate Smith, the singer. He has appeared on the radio and recently has written a book entitled ""Roaming with the Roaming Man of the Mountains"", which tells some of his expereinces. A natural woodsman, he is never happier than when out among the trees, birds, and wild animals, and he is a familiar and well-loved sight to the visitors to this section",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Asheville Post Card Co.,Creator,,,,,Asheville Post Card Co.,Asheville (N. C.),Great Smoky Mountains (N.C. and Tenn.),Appalachian Trail,,,Appalachian Trail,,,,,Wiley Oakley,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001210_0001,0012_003786_001210_0002,,Greetings from Great Smoky Mountains National Park (224),"Handwritten note sent to Kansas City, Missouri on June 1, 1948 for a postage of 1 cent.  Name is blacked out. ",The Great Smoky Mountains National Park is one of the newest of our national playgrounds. In the park are to be found the most majestic mountains in the East and the greatest variety of trees and plants in an equal area in the World. Fine paved highways lead through the Park and trails lead to the more inaccessible parts of the region.,1948,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),,,,,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001211_0001,0012_003786_001211_0002,,Greetings from Great Smoky Mts Tennessee N. Carolina,"Handwritten note sent to Mr. Harry Hooper in Union City, Indiana on January 27, 1950 for a postage of 1 cent.","Key to Views on Other Side: G- Cherokee Indian, R - Trout Fishing, E - Rhododendron Blossoms, A - Newfound Gap, T- Native Dear, S- West Prong of the Little Pigeon River, - M - Parking Grounds at Newfound Gap, O - The Loop-Over, K - Tunnel and Chimney Tops, Y - Mountain Stream.",1950,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Standard News Agency,Creator,,,,,Standard News Agency,Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),,,,,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001212_0001,0012_003786_001212_0002,,"Chief Standing Deer, ""The Loop"", Tower atop Clingman's Dome, Parking Area at Newfound Gap Greetings from the Great Smoky Mountains National Park (249)",Unused postcard,The Great Smoky Mountains National Park is one of the newest of our national playgrounds. In the park are to be found the most majestic mountains in the East and the greatest variety of trees and plants in an equal area in the World. Fine paved highways lead through the Park and trails lead to the more inaccessible parts of the region,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,Clingmans Dome,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001213_0001,0012_003786_001213_0002,,"Greetings from the Great Smoky Mountains National Park Rainbow Falls, Chimney Tops, Clingman's Dome Tower (W-2)",Unused postcard,"Great Smoky Mountains National Park. Less than an hour away from Knoxville, the largest City in eastern Tennessee, highways start upward into the mountains, the Great Smokies, haze-haloed roof top of Eastern America. In the Great Smoky Mountains National Park has been reserved the opportunity of seeing the last remaining remnant of primeval Eastern American wilderness, beautiful beyond description, and so rugged and lofty as to bar civilization's inroads, thus remaining until the present, unconquered and unspoiled",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Genuine Curteich,Creator,,,,,Genuine Curteich,Chicago (Ill.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Rainbow Falls,Chimney Tops,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001214_0001,0012_003786_001214_0002,,"Loop-Over Showing Chimney Tops, Rainbow Falls, Mt. LeConte - Alt. 6593 Ft., Alum Cave Bluff Greeting from the Great Smoky Mountains National Park (535)","Handwritten note sent to Miss Kitty De Veny in St. Petersburg, Florida on August 2, 1953 for a postage of 2 cents.",,1953,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Genuine Curteich,Creator,,,,,Genuine Curteich,Chicago (Ill.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),"Le Conte, Mount (Tenn.)",,Gatlinburg,Rainbow Falls,Mount Le Conte,Alum Cave,Newfound Gap,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001215_0001,0012_003786_001215_0002,,Greetings from Great Smoky Mountains National Park,Unused postcard,,1937,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Asheville Post Card Co.,Creator,,,,,Asheville Post Card Co.,Asheville (N. C.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001216_0001,0012_003786_001216_0002,,"Greetings from Great Smoky Mountains National Park The Loop Great Smoky Mts., Black Bear Great Smoky Mts., Newfound Gap Parking Area Great Smoky Mts. (551)",Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Genuine Curteich,Creator,,,,,Genuine Curteich,Chicago (Ill.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,Black Bears,,,Tourism,Black Bears,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001217_0001,0012_003786_001217_0002,,"Greetings from the Great Smoky Mountains National Park The Loop-Over, Laurel Falls (W-1)",Unused postcard,"Great Smoky Mountains National Park astride the Tennessee - North Carolina border, though one of the newest, has become one of America's most favored parks. The Smoky Mountains, for 36 consecutive miles in the park are more than 6,000 ft. high. The Loop-Over is one of the most spectacular views in the park. Chimney Tops may bee seen in right background. Laurel Falls are actually two falls, separated at a 15-foot shelf by a trail. The upper fall is shown on this card",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Genuine Curteich,Creator,,,,,Genuine Curteich,Chicago (Ill.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,Laurel Falls,Chimney Tops,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001218_0001,0012_003786_001218_0002,,"Parking Area at Clingman's Dome, Rhododendron, Parking Area at Newfound Gap, Tunnel and the Chimney Tops, Newfound Gap Highway, Black Bears, Greetings from Great Smoky Mt.s National Park (279)","Handwritten note sent to Mr. and Mrs. Munsey McMinn in Lebanon, Tennessee on July 9, 1952 for a postage of 1 cent.",,1952,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,"Standard Souvenirs & Novelties, Inc.",Creator,,,,,"Standard Souvenirs & Novelties, Inc.",Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,Clingmans Dome,Chimney Tops,,,,Tourism,Black Bears,Flowers,,Tourism,Black Bears,Flora,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001219_0001,0012_003786_001219_0002,,Greetings from the Smokies,"Handwritten note sent to Mrs. Stacy Wilson in Schenevus, New York on February 28, 1962 for a postage of 3 cents.","Picture on left. Picturesque Highway winding through majestic mountain scenery, from Newfound Gap to Gatlinburg, Tenn. Picture on right: The Skylift on Crockett Mountain, at Gatlinburg, Tenn. unfolds a dramatic view of the Smokies.",1962,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Haynes Distributing Co.,Creator,,,,,Haynes Distributing Co.,Roanoke (Va.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
